Faecalibacterium prausnitzii A2-165,NA,NA,NA,animal-associated habitat,411483,18199
Clostridium sp. SS2/1,NA,NA,NA,animal-associated habitat,411484,18201
Faecalibacterium prausnitzii M21/2,NA,NA,NA,animal-associated habitat,411485,18203
Clostridium sp. M62/1,NA,NA,NA,animal-associated habitat,411486,18205
Eubacterium sp. L2-7,NA,NA,NA,animal-associated habitat,411487,18207
Clostridium sp. A2-232,NA,NA,NA,animal-associated habitat,411488,18209
Clostridium sp. L2-50,NA,NA,NA,animal-associated habitat,411489,18211
Anaerostipes caccae DSM 14662,NA,NA,NA,animal-associated habitat,411490,18213
Borrelia duttonii Ly,NA,NA,NA,animal-associated habitat,412419,18231
Borrelia recurrentis A1,NA,NA,NA,animal-associated habitat,412418,18233
Yersinia pestis CA88-4125,NA,NA,NA,animal-associated habitat,412420,18241
Bacillus thuringiensis Al Hakam,NA,NA,NA,animal-associated habitat,412694,18255
Vibrio cholerae MZO-3,NA,NA,NA,animal-associated habitat,412883,18261
Rickettsia africae ESF-5,NA,NA,NA,animal-associated habitat,347255,18269
Rickettsia massiliae MTU5,NA,NA,NA,animal-associated habitat,416276,18271
Unclassified opitutaceae bacterium tav2 TAV2,NA,NA,NA,animal-associated habitat,278957,18333
Error!!! error!!! M23,NA,NA,NA,plant-associated habitat,405441,18457
Francisella tularensis A.II  Wyoming  WY96-3418,NA,NA,NA,animal-associated habitat,418136,18459
Escherichia coli EC508,NA,NA,NA,animal-associated habitat,478007,27755
Campylobacter jejuni BH-01-0142,NA,NA,NA,animal-associated habitat,482628,27797
Salmonella enterica SPB7,NA,NA,NA,animal-associated habitat,272994,27803
Methanobrevibacter smithii DSM 2375,NA,NA,NA,animal-associated habitat,483214,27821
Bacteroides finegoldii DSM 17565,NA,NA,NA,animal-associated habitat,483215,27823
Bacteroides eggerthii DSM 20697,NA,NA,NA,animal-associated habitat,483216,27827
Mycobacterium bovis Moreau RDJ,NA,NA,NA,cultured habitat,413996,18279
Lawsonia intracellularis PHE/MN1-00,NA,NA,NA,animal-associated habitat,363253,183
Streptococcus pneumoniae R6,NA,NA,NA,cultured habitat,171101,278
Escherichia coli EC869,NA,NA,NA,animal-associated habitat,478008,27757
Actinobacillus pleuropneumoniae L20,NA,NA,NA,animal-associated habitat,416269,18221
Escherichia coli B REL606,NA,NA,NA,animal-associated habitat,413997,18281
Francisella tularensis 257,NA,NA,NA,animal-associated habitat,412422,18251
Vibrio cholerae 623-39,NA,NA,NA,animal-associated habitat,417397,18493
Vibrio cholerae 1587,NA,NA,NA,animal-associated habitat,412966,18265
Bordetella pertussis Tohama I,NA,NA,NA,animal-associated habitat,257313,26
Escherichia coli EDL933  EHEC,NA,NA,NA,animal-associated habitat,155864,259
Staphylococcus aureus N315 (MRSA),NA,NA,NA,animal-associated habitat,158879,264
Streptococcus pyogenes GAS SF370,NA,NA,NA,animal-associated habitat,160490,269
Streptococcus pyogenes Manfredo (M5),NA,NA,NA,animal-associated habitat,160491,270
Xylella fastidiosa 8.1.b clone 9.a.5.c,NA,NA,NA,plant-associated habitat,160492,271
Mycobacterium tuberculosis 210,NA,NA,NA,animal-associated habitat,164513,273
Streptococcus pneumoniae TIGR4,NA,NA,NA,animal-associated habitat,170187,277
Vibrio cholerae MZO-2,NA,NA,NA,animal-associated habitat,417398,18495
Vibrio cholerae NCTC 8457,NA,NA,NA,animal-associated habitat,417399,18497
Vibrio parahaemolyticus AQ3810,NA,NA,NA,animal-associated habitat,419109,18601
Burkholderia pseudomallei MSHR305,NA,NA,NA,animal-associated habitat,425067,18775
Mycobacterium tuberculosis H37Ra,NA,NA,NA,animal-associated habitat,419947,18883
Eubacterium siraeum DSM 15702,NA,NA,NA,animal-associated habitat,428128,18921
Clostridium leptum DSM 753,NA,NA,NA,animal-associated habitat,428125,18923
clostridium spiroforme DSM 1552,NA,NA,NA,animal-associated habitat,428126,18925
eubacterium dolichum DSM 3991,NA,NA,NA,animal-associated habitat,428127,18927
Enterococcus faecium DO,NA,NA,NA,animal-associated habitat,333849,71
Xylella fastidiosa Dixon,NA,NA,NA,plant-associated habitat,155919,260
Xylella fastidiosa Ann-1,NA,NA,NA,plant-associated habitat,155920,261
Methylobacterium extorquens PA1,NA,NA,NA,plant-associated habitat,419610,18637
Staphylococcus aureus MRSA252,NA,NA,NA,animal-associated habitat,282458,265
Wigglesworthia glossinidia P-endosymbiont,NA,NA,NA,animal-associated habitat,36870,274
Escherichia coli EC4045,NA,NA,NA,animal-associated habitat,444448,27733
Escherichia coli EC4206,NA,NA,NA,animal-associated habitat,444447,27735
Escherichia coli EC4042,NA,NA,NA,animal-associated habitat,444449,27737
Escherichia coli EC4115,NA,NA,NA,animal-associated habitat,444450,27739
Escherichia coli EC4196,NA,NA,NA,animal-associated habitat,444451,27741
Escherichia coli EC4113,NA,NA,NA,animal-associated habitat,444452,27743
Escherichia coli EC4076,NA,NA,NA,animal-associated habitat,444453,27745
Escherichia coli EC4024,NA,NA,NA,animal-associated habitat,444454,27747
Escherichia coli EC4401,NA,NA,NA,animal-associated habitat,478004,27749
Escherichia coli EC4486,NA,NA,NA,animal-associated habitat,478005,27751
Escherichia coli EC4501,NA,NA,NA,animal-associated habitat,478006,27753
Vibrio cholerae B33,NA,NA,NA,animal-associated habitat,417400,18499
Staphylococcus aureus Mu3,NA,NA,NA,animal-associated habitat,418127,18509
Lactococcus garvieae Lg2,NA,NA,NA,animal-associated habitat,420890,18707
Lactococcus garvieae ATCC 49156,NA,NA,NA,animal-associated habitat,420889,18705
Streptococcus suis GZ1,NA,NA,NA,animal-associated habitat,423211,18737
Staphylococcus aureus Newman,NA,NA,NA,animal-associated habitat,426430,18801
Methylobacterium radiotolerans JCM 2831,NA,NA,NA,plant-associated habitat,426355,18817
Xanthomonas axonopodis 10535,NA,NA,NA,plant-associated habitat,427082,18835
Xanthomonas axonopodis 11122,NA,NA,NA,plant-associated habitat,427081,18837
Legionella pneumophila 2300/99,NA,NA,NA,animal-associated habitat,423212,18743
Coxiella burnetii RSA 334,NA,NA,NA,animal-associated habitat,360117,18975
Campylobacter fetus,NA,NA,NA,animal-associated habitat,196,7
Bordetella parapertussis 12822,NA,NA,NA,animal-associated habitat,257311,25
Mycoplasma pneumoniae M129,NA,NA,NA,animal-associated habitat,272634,99
Neisseria meningitidis MC58,NA,NA,NA,animal-associated habitat,122586,251
Neisseria meningitidis Z2491,NA,NA,NA,animal-associated habitat,122587,252
Neisseria meningitidis serogroup C  FAM18,NA,NA,NA,animal-associated habitat,272831,255
Chlamydophila pneumoniae J138,NA,NA,NA,animal-associated habitat,138677,257
Desulfovibrio piger ATCC 29098,NA,NA,NA,animal-associated habitat,411464,18161
Lactobacillus fermentum IFO 3956,NA,NA,NA,plant-associated habitat,334390,18979
Orientia tsutsugamushi Ikeda,NA,NA,NA,animal-associated habitat,334380,18983
Lactobacillus reuteri JCM 1112,NA,NA,NA,animal-associated habitat,557433,19011
Francisella tularensis FSC022,NA,NA,NA,animal-associated habitat,430556,19015
Francisella tularensis FSC033,NA,NA,NA,animal-associated habitat,430557,19017
Porphyromonas gingivalis ATCC 33277,NA,NA,NA,animal-associated habitat,431947,19051
Ureaplasma urealyticum Co  serovar 7,NA,NA,NA,animal-associated habitat,519849,19093
Neorickettsia risticii Illinois,NA,NA,NA,animal-associated habitat,434131,19099
Actinobacillus pleuropneumoniae JL03,NA,NA,NA,animal-associated habitat,434271,19135
Coxiella burnetii G Q212,NA,NA,NA,animal-associated habitat,434923,19137
Coxiella burnetii K Q154,NA,NA,NA,animal-associated habitat,434924,19139
Rhizobium leguminosarum WSM2304,NA,NA,NA,plant-associated habitat,395492,20179
Haemophilus parasuis 29755,NA,NA,NA,animal-associated habitat,456298,20127
Francisella tularensis FTA,NA,NA,NA,animal-associated habitat,458234,20197
Mycobacterium liflandii 128FXT,NA,NA,NA,animal-associated habitat,459424,20227
Mycobacterium marinum DL240490,NA,NA,NA,animal-associated habitat,459420,20229
Acinetobacter baumannii AB0057,NA,NA,NA,animal-associated habitat,480119,21111
Candidatus Phytoplasma  AT,NA,NA,NA,plant-associated habitat,37692,25335
Yersinia enterocolitica 8081,NA,NA,NA,animal-associated habitat,393305,190
Enterococcus faecalis V583,NA,NA,NA,animal-associated habitat,226185,70
Buchnera aphidicola BP,NA,NA,NA,animal-associated habitat,224915,256
Leifsonia xyli CTCB07,NA,NA,NA,plant-associated habitat,281090,212
Ureaplasma urealyticum Western  serovar 10,NA,NA,NA,animal-associated habitat,95664,20247
Ureaplasma urealyticum T-strain 960  serovar 8,NA,NA,NA,animal-associated habitat,95662,19089
Ureaplasma urealyticum 58  serovar 4,NA,NA,NA,animal-associated habitat,550748,19091
Ureaplasma urealyticum Vancouver  serovar 9,NA,NA,NA,animal-associated habitat,550773,19095
Haemophilus influenzae HK1212,NA,NA,NA,animal-associated habitat,456482,20115
Francisella tularensis GA99-3549,NA,NA,NA,animal-associated habitat,430558,19019
Azorhizobium caulinodans ORS 571,NA,NA,NA,plant-associated habitat,438753,19267
Ureaplasma parvum ATCC 27815,NA,NA,NA,animal-associated habitat,505682,19087
Burkholderia mallei PRL-20,NA,NA,NA,animal-associated habitat,436115,19147
Brucella canis ATCC 23365,NA,NA,NA,animal-associated habitat,483179,20243
Epulopiscium sp. N.t. morphotype B,NA,NA,NA,animal-associated habitat,420336,20181
Ureaplasma parvum U26  serovar 14,NA,NA,NA,animal-associated habitat,515609,20185
Ureaplasma parvum serovar 1,NA,NA,NA,animal-associated habitat,515608,20245
Ureaplasma urealyticum U38  serovar 13,NA,NA,NA,animal-associated habitat,515611,20405
Methylobacterium nodulans ORS2060,NA,NA,NA,plant-associated habitat,460265,20477
Bacteroides coprocola M16  DSM 17136,NA,NA,NA,animal-associated habitat,470145,20521
Bacteroides intestinalis 341  DSM 17393,NA,NA,NA,animal-associated habitat,471870,20523
Coprococcus comes ATCC 27758,NA,NA,NA,animal-associated habitat,470146,20525
Streptococcus infantarius ATCC BAA-102,NA,NA,NA,animal-associated habitat,471872,20527
Burkholderia graminis C4D1M,NA,NA,NA,plant-associated habitat,396598,20537
Clostridium sporogenes ATCC 15579,NA,NA,NA,animal-associated habitat,471871,20549
Proteus penneri ATCC 35198,NA,NA,NA,animal-associated habitat,471881,20551
Providencia stuartii ATCC 25827,NA,NA,NA,animal-associated habitat,471874,20553
Bifidobacterium dentium ATCC 27678,NA,NA,NA,animal-associated habitat,473819,20555
Ruminococcus lactaris ATCC 29176,NA,NA,NA,animal-associated habitat,471875,20557
Erwinia  Et1/99,NA,NA,NA,plant-associated habitat,338565,20585
Cryptobacterium curtum 12-3T  DSM 15641,NA,NA,NA,animal-associated habitat,469378,20739
Dyadobacter fermentans NS 114  DSM 18053,NA,NA,NA,plant-associated habitat,471854,20829
Slackia heliotrinireducens RHS1  DSM 20476,NA,NA,NA,animal-associated habitat,471855,20831
uncultured termite group 1 bacterium Rs-D17,NA,NA,NA,animal-associated habitat,471821,20871
Jonesia  DSM 20603,NA,NA,NA,animal-associated habitat,471856,20833
Borrelia burgdorferi 94a,NA,NA,NA,animal-associated habitat,476212,20999
Borrelia burgdorferi 118a,NA,NA,NA,animal-associated habitat,476210,21001
Borrelia burgdorferi 72a,NA,NA,NA,animal-associated habitat,476211,21003
Ruminococcus hydrogenotrophicus S5a33  DSM 10507,NA,NA,NA,animal-associated habitat,476272,21007
Campylobacter jejuni CG8421,NA,NA,NA,animal-associated habitat,478547,21037
Bifidobacterium longum BORI,NA,NA,NA,animal-associated habitat,478445,21041
bryantella formatexigens I-52  DSM 14469,NA,NA,NA,animal-associated habitat,478749,21051
Mycobacterium tuberculosis KZN 4207 (DS),NA,NA,NA,animal-associated habitat,478433,21053
Mycobacterium tuberculosis KZN 1435 (MDR),NA,NA,NA,animal-associated habitat,478434,21055
Mycobacterium tuberculosis KZN 605 (XDR),NA,NA,NA,animal-associated habitat,478435,21057
Veillonella parvula Te3  DSM 2008,NA,NA,NA,animal-associated habitat,479436,21091
Eggerthella lenta VPI 0255  DSM 2243,NA,NA,NA,animal-associated habitat,479437,21093
Clostridium difficile QCD-63q42,NA,NA,NA,animal-associated habitat,479831,21103
Clostridium difficile QCD-76w55  NAP1,NA,NA,NA,animal-associated habitat,479832,21105
Dichelobacter nodosus VCS1703A,NA,NA,NA,animal-associated habitat,246195,50
Streptococcus pneumoniae SP195,NA,NA,NA,animal-associated habitat,453363,20541
Streptococcus pneumoniae CDC3059-06,NA,NA,NA,animal-associated habitat,453365,20543
Streptococcus pneumoniae CDC0288-04,NA,NA,NA,animal-associated habitat,453364,20545
Streptococcus pneumoniae CDC1873-00,NA,NA,NA,animal-associated habitat,453362,20775
Streptococcus pneumoniae CDC1087-00,NA,NA,NA,animal-associated habitat,453361,20777
Bradyrhizobium japonicum SEMIA 5079,NA,NA,NA,plant-associated habitat,476282,20963
Streptococcus pneumoniae MLV-016,NA,NA,NA,animal-associated habitat,453366,20967
Rhizobium  NGR234 (ANU265),NA,NA,NA,plant-associated habitat,394,21101
Escherichia coli c7122,NA,NA,NA,animal-associated habitat,475609,20733
Salmonella enterica RKS4594,NA,NA,NA,animal-associated habitat,476213,20993
Brucella suis ATCC 23445,NA,NA,NA,animal-associated habitat,470137,20371
Salmonella enterica HI_N05-537 SL484,NA,NA,NA,animal-associated habitat,465518,20591
Salmonella enterica RI_05P066,NA,NA,NA,animal-associated habitat,465516,20593
Pasteurella multocida Pm70 type A,NA,NA,NA,animal-associated habitat,272843,39
Anaplasma marginale St. Maries,NA,NA,NA,animal-associated habitat,234826,40
Rickettsia conorii Malish 7,NA,NA,NA,animal-associated habitat,272944,42
Coxiella burnetii Nine Mile phase I / RSA 493,NA,NA,NA,animal-associated habitat,227377,41
Rickettsia prowazekii Madrid E,NA,NA,NA,animal-associated habitat,272947,43
Bartonella quintana Toulouse,NA,NA,NA,animal-associated habitat,283165,44
Mycoplasma genitalium G37,NA,NA,NA,animal-associated habitat,243273,97
Histophilus somni 2336,NA,NA,NA,animal-associated habitat,228400,388
Bacteroides thetaiotaomicron VPI-5482,NA,NA,NA,animal-associated habitat,226186,399
Lactobacillus delbrueckii ATCC BAA-365,NA,NA,NA,cultured habitat,321956,403
Chlamydophila pneumoniae TW-183,NA,NA,NA,animal-associated habitat,182082,420
Wolinella succinogenes DSM 1740,NA,NA,NA,animal-associated habitat,273121,445
Lactobacillus johnsonii NCC533,NA,NA,NA,animal-associated habitat,257314,9638
Propionibacterium acnes KPA171202,NA,NA,NA,animal-associated habitat,267747,12460
Bacillus cereus E33L (ZK),NA,NA,NA,animal-associated habitat,288681,12468
Staphylococcus haemolyticus JCSC1435,NA,NA,NA,animal-associated habitat,279808,12508
Unclassified candidatus baumannia cicadellinicola Hc,NA,NA,NA,animal-associated habitat,374463,12513
Brucella ovis ATCC25840,NA,NA,NA,animal-associated habitat,444178,12514
Campylobacter coli RM2228,NA,NA,NA,animal-associated habitat,306254,12516
Campylobacter lari RM2100,NA,NA,NA,animal-associated habitat,306263,12517
Campylobacter upsaliensis RM3195,NA,NA,NA,animal-associated habitat,306264,12518
Burkholderia ambifaria IOP40-10,NA,NA,NA,plant-associated habitat,396596,20669
Burkholderia ambifaria MEX-5,NA,NA,NA,plant-associated habitat,396597,20667
Wolbachia endosymbiont of brugia malayi TRS,NA,NA,NA,animal-associated habitat,292805,12475
Chlamydia trachomatis D/UW-3/CX (serovar D),NA,NA,NA,animal-associated habitat,272561,45
Bacteroides fragilis NCTC9343,NA,NA,NA,animal-associated habitat,272559,46
Fibrobacter succinogenes S85,NA,NA,NA,animal-associated habitat,59374,47
Porphyromonas gingivalis W83,NA,NA,NA,animal-associated habitat,242619,48
Wolbachia endosymbiont of brugia malayi (Brugia malayi),NA,NA,NA,animal-associated habitat,80849,12515
Pediococcus pentosaceus ATCC 25745,NA,NA,NA,plant-associated habitat,278197,398
Lactobacillus casei ATCC 334,NA,NA,NA,animal-associated habitat,321967,402
Lactobacillus brevis ATCC 367,NA,NA,NA,animal-associated habitat,387344,404
Serratia marcescens Db11,NA,NA,NA,animal-associated habitat,273526,406
Actinomyces naeslundii MG1,NA,NA,NA,animal-associated habitat,240017,12510
Pseudomonas savastanoi 1448A / Race 6,NA,NA,NA,plant-associated habitat,264730,12416
Streptococcus pyogenes M6 MGAS10394,NA,NA,NA,animal-associated habitat,286636,12469
Candidatus Blochmannia,NA,NA,NA,animal-associated habitat,203907,443
Shigella flexneri 2457T,NA,NA,NA,animal-associated habitat,198215,408
Chlamydophila psittaci 6BC,NA,NA,NA,animal-associated habitat,83554,12519
Mycoplasma gallisepticum R,NA,NA,NA,animal-associated habitat,233150,409
Pasteuria nishizawae North American,NA,NA,NA,animal-associated habitat,238030,441
Salmonella enterica SL491,NA,NA,NA,animal-associated habitat,465517,20595
Mycoplasma bovis Donetta PG45,NA,NA,NA,animal-associated habitat,289397,12525
Simkania negevensis Z,NA,NA,NA,animal-associated habitat,83561,12528
Vibrio cholerae N16961  Biotype ElTor,NA,NA,NA,animal-associated habitat,243277,36
Haemophilus ducreyi 35000HP,NA,NA,NA,cultured habitat,233412,38
Ehrlichia chaffeensis Arkansas,NA,NA,NA,animal-associated habitat,205920,325
Bifidobacterium longum NCC2705,NA,NA,NA,animal-associated habitat,206672,328
Streptococcus mutans UA159,NA,NA,NA,animal-associated habitat,210007,333
Streptococcus agalactiae NEM316,NA,NA,NA,animal-associated habitat,211110,334
Anaplasma phagocytophilum HZ,NA,NA,NA,animal-associated habitat,212042,336
Burkholderia cenocepacia J2315,NA,NA,NA,animal-associated habitat,95486,339
Pseudomonas fluorescens SBW25,NA,NA,NA,plant-associated habitat,216595,343
Pectobacterium atrosepticum SCRI1043,NA,NA,NA,plant-associated habitat,218491,350
Streptococcus uberis 0140J,NA,NA,NA,animal-associated habitat,218495,353
Tropheryma whipplei TW08/27,NA,NA,NA,animal-associated habitat,218496,354
Chlamydophila abortus S26/3,NA,NA,NA,animal-associated habitat,218497,355
Lactobacillus plantarum WCFS1,NA,NA,NA,animal-associated habitat,220668,356
Neorickettsia sennetsu Miyayama,NA,NA,NA,animal-associated habitat,222891,357
Vibrio parahaemolyticus RIMD 2210633,NA,NA,NA,animal-associated habitat,223926,360
Gluconacetobacter diazotrophicus PAL5,NA,NA,NA,plant-associated habitat,272568,377
Pseudomonas aeruginosa PA14 UCBPP,NA,NA,NA,animal-associated habitat,208963,386
Rickettsia rickettsii Sheila Smith,NA,NA,NA,animal-associated habitat,392021,9636
Borrelia garinii PBi  OspA,NA,NA,NA,animal-associated habitat,290434,12554
Proteus mirabilis HI4320,NA,NA,NA,animal-associated habitat,529507,12624
Klebsiella oxytoca VJSK009,NA,NA,NA,cultured habitat,290337,12627
Pseudomonas syringae group genomosp. 3 DC3000,NA,NA,NA,plant-associated habitat,223283,359
Streptococcus agalactiae 2603V/R,NA,NA,NA,animal-associated habitat,208435,330
Actinobacillus pleuropneumoniae sv 7,NA,NA,NA,animal-associated habitat,209841,332
Escherichia coli 042 (EAEC),NA,NA,NA,animal-associated habitat,216592,340
Rhizobium leguminosarum 3841,NA,NA,NA,plant-associated habitat,216596,344
Streptococcus pneumoniae 23F (Spanish 23F-1),NA,NA,NA,animal-associated habitat,216600,348
Pseudomonas fluorescens Pf-5,NA,NA,NA,plant-associated habitat,220664,327
Histophilus somni 129PT,NA,NA,NA,animal-associated habitat,205914,322
Pseudomonas syringae B728a,NA,NA,NA,plant-associated habitat,205918,323
Bdellovibrio bacteriovorus HD100,NA,NA,NA,soil,264462,9637
Salmonella typhimurium SL1344,NA,NA,NA,cultured habitat,216597,345
Salmonella bongori 12419,NA,NA,NA,animal-associated habitat,218493,351
Shigella dysenteriae M131649,NA,NA,NA,animal-associated habitat,216598,346
Shigella sonnei 53G,NA,NA,NA,animal-associated habitat,216599,347
Salmonella enterica ATCC700931,NA,NA,NA,animal-associated habitat,209261,371
Streptococcus suis P1/7,NA,NA,NA,animal-associated habitat,218494,352
Chlamydophila felis Fe/C-56,NA,NA,NA,animal-associated habitat,264202,370
Streptococcus agalactiae A909,NA,NA,NA,animal-associated habitat,205921,326
Yersinia pestis 91001,NA,NA,NA,animal-associated habitat,229193,10638
Erwinia amylovora Ea273,NA,NA,NA,plant-associated habitat,552,12610
Mycobacterium microti OV254,NA,NA,NA,animal-associated habitat,1806,12623
Wolbachia endosymbiont of onchocerca volvulus (Onchocerca volvulus),NA,NA,NA,animal-associated habitat,77551,12625
Shigella flexneri 301,NA,NA,NA,animal-associated habitat,198214,310
Escherichia coli UPEC-CFT073,NA,NA,NA,animal-associated habitat,199310,313
Tannerella forsythensis ATCC 43037,NA,NA,NA,animal-associated habitat,203275,319
Brucella suis 1330,NA,NA,NA,animal-associated habitat,204722,320
Mycoplasma hyopneumoniae 7448,NA,NA,NA,animal-associated habitat,262722,10639
Citrobacter koseri CDC 4225-83,NA,NA,NA,animal-associated habitat,290338,12716
Treponema pallidum CDC2,NA,NA,NA,animal-associated habitat,491079,30651
Treponema paraluiscuniculi Cuniculi A,NA,NA,NA,animal-associated habitat,545776,30657
Lactobacillus reuteri SD2112,NA,NA,NA,animal-associated habitat,491077,30643
Lactobacillus crispatus JV V01,NA,NA,NA,animal-associated habitat,491076,30641
Enterococcus faecalis TX0104,NA,NA,NA,animal-associated habitat,491074,30623
Burkholderia multivorans CGD2,NA,NA,NA,animal-associated habitat,513052,30581
Burkholderia multivorans CGD1,NA,NA,NA,animal-associated habitat,513051,30579
Enterococcus faecium E1679,NA,NA,NA,animal-associated habitat,546340,30569
Brucella melitensis ATCC 23457,NA,NA,NA,animal-associated habitat,546272,30561
Yersinia pestis Pestoides A,NA,NA,NA,animal-associated habitat,545431,30511
Yersinia pestis Harbin 35,NA,NA,NA,animal-associated habitat,547048,30505
Yersinia pestis Nepa1516A,NA,NA,NA,soil,377628,30503
Fusobacterium periodonticum ATCC 33693,NA,NA,NA,animal-associated habitat,546275,30495
Eikenella corrodens ATCC 23834,NA,NA,NA,animal-associated habitat,546274,30493
Veillonella dispar ATCC 17748,NA,NA,NA,animal-associated habitat,546273,30491
Selenomonas sputigena ATCC 35185,NA,NA,NA,animal-associated habitat,546271,30489
Gemella haemolysans ATCC 10379,NA,NA,NA,animal-associated habitat,546270,30487
Filifactor alocis ATCC 35896,NA,NA,NA,animal-associated habitat,546269,30485
Neisseria subflava NJ9703,NA,NA,NA,animal-associated habitat,546268,30483
Neisseria sicca ATCC 29256,NA,NA,NA,animal-associated habitat,547045,30481
Treponema pallidum SamoaD,NA,NA,NA,animal-associated habitat,491078,30671
Staphylococcus aureus MW2,NA,NA,NA,animal-associated habitat,196620,306
Francisella tularensis OR96246,NA,NA,NA,animal-associated habitat,491123,30669
Treponema pallidum Dallas1,NA,NA,NA,animal-associated habitat,491081,30649
Yersinia pestis PEXU2,NA,NA,NA,animal-associated habitat,547046,30509
Yersinia pestis India 195,NA,NA,NA,animal-associated habitat,547047,30507
Streptococcus pyogenes MGAS315,NA,NA,NA,animal-associated habitat,198466,311
Buchnera aphidicola SG,NA,NA,NA,animal-associated habitat,198804,312
Francisella novicida FTE,NA,NA,NA,animal-associated habitat,545422,30717
Dickeya erwinia chrysanthemi 3937,NA,NA,NA,plant-associated habitat,198628,30
Streptococcus pyogenes M3 (SSI-1),NA,NA,NA,animal-associated habitat,193567,301
Rickettsia canadensis McKiel,NA,NA,NA,animal-associated habitat,293613,12952
Yersinia pseudotuberculosis IP32953,NA,NA,NA,animal-associated habitat,273123,12950
Vibrio fischeri ES114,NA,NA,NA,animal-associated habitat,312309,12986
Neisseria polysaccharea ATCC 43768,NA,NA,NA,animal-associated habitat,546267,30479
Neisseria mucosa ATCC 25996,NA,NA,NA,animal-associated habitat,546266,30477
Neisseria lactamica ATCC 23970,NA,NA,NA,animal-associated habitat,546265,30475
Neisseria elongata ATCC 29315,NA,NA,NA,animal-associated habitat,546263,30471
Neisseria cinerea ATCC 14685,NA,NA,NA,animal-associated habitat,546262,30469
Francisella tularensis MA00-2987,NA,NA,NA,animal-associated habitat,543737,30443
Helicobacter pylori B128,NA,NA,NA,animal-associated habitat,544406,30397
Helicobacter pylori 98-10,NA,NA,NA,animal-associated habitat,544405,30395
Clostridium celatum DSM 1785,NA,NA,NA,animal-associated habitat,545697,30375
Bifidobacterium pseudocatenulatum DSM 20438,NA,NA,NA,animal-associated habitat,547043,30373
Bacteroides coprophilus DSM 18228,NA,NA,NA,animal-associated habitat,547042,30371
Clostridium hiranonis DSM 13275,NA,NA,NA,animal-associated habitat,500633,30369
Holdemania filiformis VPI J1-31B-1  DSM 12042,NA,NA,NA,animal-associated habitat,545696,30361
Stenotrophomonas maltophilia K279a,NA,NA,NA,animal-associated habitat,522373,30351
Wolbachia  wPip,NA,NA,NA,animal-associated habitat,955,30313
Treponema azotonutricium ZAS9,NA,NA,NA,animal-associated habitat,545695,30191
Treponema primitia ZAS-2,NA,NA,NA,animal-associated habitat,545694,30189
Lactobacillus paracasei 8700:2,NA,NA,NA,animal-associated habitat,537973,30077
Helicobacter cinaedi CCUG 18818,NA,NA,NA,animal-associated habitat,537971,30073
Helicobacter canadensis MIT 98-5491,NA,NA,NA,animal-associated habitat,537970,30071
Bifidobacterium longum CCUG 52486,NA,NA,NA,animal-associated habitat,537937,30065
Bifidobacterium bifidum NCIMB 41171,NA,NA,NA,animal-associated habitat,398513,30055
Clostridium methylpentosum R2  DSM 5476,NA,NA,NA,animal-associated habitat,537013,30029
Escherichia coli TW14359,NA,NA,NA,food,544404,30045
Bacteroides cellulosilyticus CRE21  DSM 14838,NA,NA,NA,animal-associated habitat,537012,30027
Prevotella copri CB7  DSM 18205,NA,NA,NA,animal-associated habitat,537011,30025
Desulfitobacterium hafniense SP7  DSM 13498,NA,NA,NA,animal-associated habitat,537010,30023
Ruminococcus hansenii VPI C7-24  DSM 20583,NA,NA,NA,animal-associated habitat,537007,30021
Parabacteroides johnsonii M-165  DSM 18315,NA,NA,NA,animal-associated habitat,387661,30007
Roseburia intestinalis L1-82  DSM 14610,NA,NA,NA,animal-associated habitat,536231,30005
Enterococcus faecium E1162,NA,NA,NA,animal-associated habitat,535206,29921
Enterococcus faecium E1071,NA,NA,NA,animal-associated habitat,535205,29887
Burkholderia pseudomallei MSHR346,NA,NA,NA,animal-associated habitat,536230,29855
Clostridium perfringens ATCC 13124,NA,NA,NA,animal-associated habitat,195103,304
Neisseria flavescens NRL30031/H210,NA,NA,NA,animal-associated habitat,546264,30473
Lactobacillus casei BL23,NA,NA,NA,animal-associated habitat,543734,30359
Helicobacter pullorum MIT 98-5489,NA,NA,NA,animal-associated habitat,537972,30075
Escherichia coli K12 DH10B,NA,NA,NA,animal-associated habitat,316385,30003
Actinobacillus pleuropneumoniae sv 7 AP76,NA,NA,NA,animal-associated habitat,537457,29909
Xanthomonas oryzae KACC10331,NA,NA,NA,plant-associated habitat,291331,12931
Rickettsia akari Hartford,NA,NA,NA,animal-associated habitat,293614,12953
Symbiobacterium thermophilum IAM 14863,NA,NA,NA,organism-associated habitat,292459,12994
Acinetobacter baumannii VEB,NA,NA,NA,animal-associated habitat,470,13000
Acinetobacter baumannii SDF,NA,NA,NA,animal-associated habitat,509170,13001
Salmonella enterica RSK2980,NA,NA,NA,animal-associated habitat,41514,13030
Salmonella enterica CDC 01-0005,NA,NA,NA,animal-associated habitat,59204,13031
Nocardia farcinica IFM 10152,NA,NA,NA,animal-associated habitat,247156,13117
Legionella pneumophila Lens,NA,NA,NA,animal-associated habitat,297245,13126
Legionella pneumophila Paris,NA,NA,NA,animal-associated habitat,297246,13127
Shigella dysenteriae Sd197,NA,NA,NA,animal-associated habitat,300267,13145
Shigella boydii Sb227,NA,NA,NA,animal-associated habitat,300268,13146
